1489990239895, 24, 98.6262, 335.8
1489990241854, 24, 98.6255, 335.9
1489990241855, 24, 98.6255, 335.9
1489990243843, 24, 98.6285, 335.9
1489990245804, 24, 98.6247, 336
1489990245805, 24, 98.6247, 336
1489990247767, 24, 98.625, 336
1489990249734, 24, 98.6295, 336.1
1489990249734, 24, 98.6295, 336.1
1489990251687, 24, 98.6265, 336
1489990251687, 24, 98.6265, 336
1489990253656, 24, 98.6245, 336.1
1489990253656, 24, 98.6245, 336.1
1489990255623, 24, 98.629, 336.1
1489990258419, 24, 98.6252, 336.1
1489990259557, 24, 98.6262, 336.1
1489990261518, 24, 98.6227, 336.1
1489990263467, 24, 98.6257, 336.1
1489990265433, 24, 98.6287, 336
1489990265433, 24, 98.6287, 336
1489990267496, 24, 98.6272, 336.1
1489990267496, 24, 98.6272, 336.1
1489990271433, 24, 98.6277, 336.1
1489990273385, 24, 98.6305, 336.1
1489990275342, 24, 98.6292, 336.1
1489990277311, 24, 98.628, 336.1
1489990279273, 24, 98.626, 336.1
1489990281244, 24, 98.6287, 336.1
1489990283200, 24, 98.6272, 336
1489990283200, 24, 98.6272, 336
1489990285160, 24, 98.6285, 336.1
1489990285160, 24, 98.6285, 336.1
1489990287120, 24, 98.6252, 336
1489990287120, 24, 98.6252, 336
1489990289082, 24, 98.6277, 336
1489990291045, 24, 98.6265, 336
1489990293001, 24, 98.631, 336
1489990294957, 24, 98.6287, 336
1489990296926, 24, 98.6297, 336
1489990298869, 24, 98.6292, 336
1489990300833, 24, 98.626, 336
1489990302816, 24, 98.6287, 336
1489990304772, 24, 98.631, 335.9
1489990304773, 24, 98.631, 335.9
1489990306824, 24, 98.6317, 335.9
1489990308790, 24, 98.63, 335.9
1489990312711, 24, 98.6267, 335.9
1489990314670, 24, 98.6272, 335.9
1489990316638, 24, 98.6282, 335.9
1489990318600, 24, 98.6307, 335.9
1489990320553, 24, 98.6267, 335.8
1489990320553, 24, 98.6267, 335.8
1489990322513, 24, 98.6297, 335.8
1489990324476, 24, 98.6287, 335.8
1489990326428, 24, 98.6297, 335.8
1489990328388, 24, 98.629, 335.8
1489990330350, 24, 98.628, 335.8
1489990332293, 24, 98.6305, 335.8
1489990334273, 24, 98.6267, 335.9
1489990334274, 24, 98.6267, 335.9
1489990336227, 24, 98.626, 335.9
1489990338206, 24, 98.6282, 335.9
1489990340166, 24, 98.6272, 336
1489990340166, 24, 98.6272, 336
1489990342227, 24, 98.6285, 336
1489990344189, 24, 98.629, 336
1489990346138, 24, 98.6287, 336
1489990348100, 24, 98.6235, 336.1
1489990348100, 24, 98.6235, 336.1
1489990350073, 24, 98.6302, 336.1
1489990352038, 24, 98.6257, 336.1
1489990353997, 24, 98.6272, 336
1489990353997, 24, 98.6272, 336
1489990355967, 24, 98.6302, 336
1489990357904, 24, 98.6245, 336.1
1489990357904, 24, 98.6245, 336.1
1489990359866, 24, 98.626, 336.1
1489990361821, 24, 98.6285, 336.1
1489990363785, 24, 98.6237, 336.1
1489990365733, 24, 98.625, 336.1
1489990367702, 24, 98.6245, 336.1
1489990369746, 24, 98.627, 336.2
1489990369747, 24, 98.627, 336.2
1489990371715, 24, 98.6245, 336.2
1489990373679, 24, 98.629, 336.2
1489990375618, 24, 98.627, 336.2
1489990377597, 24, 98.626, 336.2
1489990379549, 24, 98.6267, 336.3
1489990379549, 24, 98.6267, 336.3
1489990381514, 24, 98.6282, 336.3
1489990383454, 24, 98.6257, 336.3
1489990385429, 24, 98.6272, 336.3
1489990387381, 24, 98.6287, 336.3
1489990389324, 24, 98.6252, 336.3
1489990391387, 24, 98.6287, 336.2
1489990391387, 24, 98.6287, 336.2
1489990393253, 24, 98.6255, 336.2
1489990395321, 24, 98.6262, 336.1
1489990395321, 24, 98.6262, 336.1
1489990397263, 24, 98.6272, 336.1
1489990399243, 24, 98.6275, 336
1489990399244, 24, 98.6275, 336
1489990401177, 24, 98.6262, 336.1
1489990401177, 24, 98.6262, 336.1
1489990403144, 24, 98.625, 336.1
1489990405122, 24, 98.6282, 336.1
1489990407060, 24, 98.6252, 336
1489990407061, 24, 98.6252, 336
1489990409021, 24, 98.6287, 336
1489990410978, 24, 98.6295, 336.1
1489990410978, 24, 98.6295, 336.1
1489990412957, 24, 98.6277, 336.1
1489990414891, 24, 98.6287, 336.1
1489990416943, 24, 98.6295, 336.1
1489990418911, 24, 98.6267, 336
1489990418911, 24, 98.6267, 336
1489990420861, 24, 98.629, 336
1489990422818, 24, 98.6267, 336
1489990424754, 24, 98.6267, 335.9
1489990426721, 24, 98.6287, 336
1489990426721, 24, 98.6287, 336
1489990428678, 24, 98.626, 336
1489990430627, 24, 98.6292, 336
1489990432585, 24, 98.6282, 336.1
1489990432585, 24, 98.6282, 336.1
1489990434554, 24, 98.627, 335.9
1489990434556, 24, 98.627, 335.9
1489990436620, 24, 98.6322, 335.9
1489990438563, 24, 98.6317, 335.9
1489990440535, 24, 98.6272, 336
1489990440535, 24, 98.6272, 336
1489990442495, 24, 98.6265, 336
1489990444451, 24, 98.6262, 336
1489990446412, 24, 98.6275, 336.1
1489990446412, 24, 98.6275, 336.1
1489990448369, 24, 98.6255, 336.1
1489990450322, 24, 98.6295, 336
1489990450323, 24, 98.6295, 336
1489990452281, 24, 98.6257, 336
1489990454248, 24, 98.627, 336
1489990456196, 24, 98.6272, 336.1
1489990456197, 24, 98.6272, 336.1
1489990458158, 24, 98.6257, 336.1
1489990460127, 24, 98.6245, 336.1
1489990462177, 24, 98.6295, 336.1
1489990464131, 24, 98.628, 336.1
1489990466089, 24, 98.632, 336
1489990466089, 24, 98.632, 336
1489990468065, 24, 98.6302, 336
1489990470030, 24, 98.6292, 336
1489990471958, 24, 98.6315, 335.9
1489990471958, 24, 98.6315, 335.9
1489990473907, 24, 98.6275, 336
1489990473908, 24, 98.6275, 336
1489990475865, 24, 98.6262, 336
1489990477840, 24, 98.6252, 336
1489990479782, 24, 98.6275, 336.1
1489990479782, 24, 98.6275, 336.1
1489990481851, 24, 98.628, 336.1
1489990483796, 24, 98.624, 336
1489990483797, 24, 98.624, 336
1489990485748, 24, 98.6272, 336
1489990487708, 24, 98.6292, 336
1489990489658, 24, 98.6307, 336
1489990491616, 24, 98.6297, 336
1489990493556, 24, 98.6297, 335.9
1489990495508, 24, 98.6315, 335.9
1489990499506, 24, 98.629, 335.8
1489990499506, 24, 98.629, 335.8
1489990501471, 24, 98.6332, 335.8
1489990503435, 24, 98.631, 335.8
1489990505400, 24, 98.6307, 335.7
1489990505400, 24, 98.6307, 335.7
1489990507354, 24, 98.6322, 335.7
1489990509316, 24, 98.6337, 335.7
1489990511278, 24, 98.6315, 335.7
1489990513229, 24, 98.633, 335.6
1489990513229, 24, 98.633, 335.6
1489990515169, 24, 98.629, 335.7
1489990515169, 24, 98.629, 335.7
1489990517260, 24, 98.6315, 335.7
1489990519114, 24, 98.6317, 335.7
1489990521174, 24, 98.6322, 335.7
1489990523112, 24, 98.6317, 335.6
1489990523112, 24, 98.6317, 335.6
1489990525072, 24, 98.6347, 335.7
1489990525073, 24, 98.6347, 335.7
1489990527013, 24, 98.6322, 335.7
1489990528969, 24, 98.6335, 335.7
1489990530914, 24, 98.6282, 335.8
1489990530914, 24, 98.6282, 335.8
1489990532869, 24, 98.6317, 335.8
1489990534935, 24, 98.6322, 335.8
1489990536890, 24, 98.631, 335.7
1489990536890, 24, 98.631, 335.7
1489990538829, 24, 98.6325, 335.7
1489990540786, 24, 98.6322, 335.7
1489990542754, 24, 98.6337, 335.6
1489990542755, 24, 98.6337, 335.6
1489990544690, 24, 98.6365, 335.6
1489990546648, 24, 98.6325, 335.6
1489990550652, 24, 98.6305, 335.6
1489990552610, 24, 98.634, 335.5
1489990552610, 24, 98.634, 335.5
1489990554562, 24, 98.6322, 335.5
1489990556514, 24, 98.6302, 335.5
1489990558497, 24, 98.6287, 335.5
1489990560457, 24, 98.6317, 335.6
1489990560458, 24, 98.6317, 335.6
1489990562413, 24, 98.63, 335.6
1489990564353, 24, 98.6317, 335.6
1489990566316, 24, 98.6325, 335.6
1489990568270, 24, 98.6317, 335.6
1489990570339, 24, 98.6347, 335.5
1489990570339, 24, 98.6347, 335.5
1489990572290, 24, 98.6375, 335.6
1489990572291, 24, 98.6375, 335.6
1489990574248, 24, 98.6357, 335.6
