1489990236685, 25.1, 98.304, 336
1489990237685, 25.1, 98.303, 336
1489990238687, 25.1, 98.301, 336
1489990239689, 25.1, 98.294, 336
1489990240689, 25.1, 98.3, 336
1489990241689, 25.1, 98.304, 336
1489990242689, 25.1, 98.305, 336
1489990244690, 25.1, 98.298, 336
1489990245691, 25.1, 98.296, 336
1489990246691, 25.1, 98.303, 336
1489990247691, 25.1, 98.304, 336
1489990248691, 25.1, 98.302, 336
1489990249692, 25.2, 98.301, 336
1489990249696, 25.2, 98.301, 336
1489990250693, 25.1, 98.299, 336
1489990250697, 25.1, 98.299, 336
1489990251693, 25.2, 98.305, 336
1489990251698, 25.2, 98.305, 336
1489990252694, 25.1, 98.303, 336
1489990252698, 25.1, 98.305, 336
1489990253694, 25.2, 98.306, 336
1489990253699, 25.2, 98.306, 336
1489990254696, 25.2, 98.302, 336
1489990256698, 25.2, 98.301, 336
1489990259393, 25.1, 98.297, 336
1489990259395, 25.1, 98.298, 336
1489990260395, 25.1, 98.298, 336
1489990261395, 25.1, 98.302, 336
1489990262397, 25.1, 98.297, 336
1489990263398, 25.1, 98.291, 336
1489990264398, 25.2, 98.305, 336
1489990264401, 25.2, 98.305, 336
1489990265400, 25.1, 98.293, 336
1489990265403, 25.1, 98.293, 336
1489990266401, 25.2, 98.299, 336
1489990266403, 25.2, 98.299, 336
1489990267402, 25.1, 98.298, 336
1489990267403, 25.1, 98.298, 336
1489990268407, 25.2, 98.301, 336
1489990268409, 25.2, 98.301, 336
1489990269410, 25.2, 98.302, 336
1489990270410, 25.2, 98.305, 336
1489990271411, 25.2, 98.3, 336
1489990272411, 25.2, 98.298, 336
1489990275413, 25.2, 98.305, 336
1489990276415, 25.2, 98.301, 336
1489990277415, 25.2, 98.3, 336
1489990278415, 25.2, 98.306, 336
1489990280416, 25.2, 98.305, 336
1489990281419, 25.2, 98.306, 336
1489990282420, 25.2, 98.299, 336
1489990283420, 25.1, 98.296, 336
1489990283439, 25.1, 98.296, 336
1489990284421, 25.2, 98.302, 336
1489990284440, 25.2, 98.302, 336
1489990285422, 25.2, 98.303, 336
1489990286428, 25.2, 98.304, 336
1489990287429, 25.2, 98.301, 336
1489990288430, 25.2, 98.302, 336
1489990289432, 25.2, 98.303, 336
1489990290433, 25.2, 98.306, 336
1489990292436, 25.2, 98.299, 336
1489990294438, 25.2, 98.302, 336
1489990295438, 25.2, 98.3, 336
1489990296443, 25.2, 98.301, 336
1489990298443, 25.2, 98.298, 336
1489990299444, 25.2, 98.299, 336
1489990300446, 25.2, 98.302, 336
1489990301449, 25.2, 98.307, 336
1489990302449, 25.2, 98.301, 336
1489990303449, 25.1, 98.295, 336
1489990303468, 25.1, 98.295, 336
1489990304450, 25.2, 98.291, 336
1489990304471, 25.2, 98.291, 336
1489990305452, 25.2, 98.306, 336
1489990306457, 25.2, 98.303, 336
1489990307459, 25.2, 98.304, 336
1489990308459, 25.2, 98.301, 336
1489990309459, 25.2, 98.307, 336
1489990310459, 25.2, 98.297, 336
1489990311465, 25.2, 98.299, 336
1489990312467, 25.2, 98.297, 336
1489990313475, 25.2, 98.296, 336
1489990314476, 25.2, 98.299, 336
1489990315476, 25.2, 98.302, 336
1489990316480, 25.2, 98.303, 336
1489990317481, 25.2, 98.3, 336
1489990318483, 25.2, 98.305, 336
1489990319483, 25.2, 98.308, 336
1489990320484, 25.2, 98.307, 336
1489990322487, 25.2, 98.308, 336
1489990325489, 25.2, 98.31, 336
1489990326492, 25.2, 98.302, 336
1489990327493, 25.2, 98.304, 336
1489990328494, 25.2, 98.302, 336
1489990329495, 25.2, 98.296, 336
1489990330495, 25.2, 98.302, 336
1489990331497, 25.2, 98.303, 336
1489990332497, 25.2, 98.307, 336
1489990333498, 25.2, 98.305, 336
1489990334499, 25.2, 98.3, 336
1489990335501, 25.2, 98.298, 336
1489990336506, 25.2, 98.293, 336
1489990337506, 25.2, 98.294, 336
1489990338507, 25.2, 98.301, 336
1489990339509, 25.2, 98.298, 336
1489990340511, 25.2, 98.3, 336
1489990341515, 25.2, 98.299, 336
1489990342515, 25.2, 98.296, 336
1489990343517, 25.2, 98.299, 336
